"VersionEffective","LOINC_NUM","Property","ValuePrior","ValueCurrent","ChangeReason"
"2.82","55194-5","METHOD_TYP","Method for Slow-growing mycobacteria","Method for Slow-growing mycobacteria.antibiotic concentration at 1.0 ug/mL",""
"2.82","55194-5","SHORTNAME","Ciprofloxacin 1 ug/mL Islt SlowMyco","Ciprofloxacin Islt Slgr Mcbct AB 1.0",""
"2.82","55202-6","COMPONENT","Coagulation surface induced.factor substitution^5M post incubation after addition of normal plasma","Coagulation",""
"2.82","55202-6","LONG_COMMON_NAME","aPTT.factor substitution in Platelet poor plasma by Coagulation assay --5 minutes post incubation after addition of normal plasma","aPTT.factor substitution 5 minutes post incubation after addition of normal plasma in Platelet poor plasma by Coagulation assay",""
"2.82","55202-6","METHOD_TYP","Coag","Coag.surface induced.factor substitution.5M post incubation after addition of normal plasma",""
"2.82","55203-4","COMPONENT","Coagulation surface induced.factor substitution^5M post incubation after addition of normal plasma","Coagulation",""
"2.82","55203-4","LONG_COMMON_NAME","aPTT.factor substitution in Control Platelet poor plasma by Coagulation assay --5 minutes post incubation after addition of normal plasma","aPTT.factor substitution 5 minutes post incubation after addition of normal plasma in Platelet poor plasma from Control by Coagulation assay",""
"2.82","55203-4","METHOD_TYP","Coag","Coag.surface induced.factor substitution.5M post incubation after addition of normal plasma",""
"2.82","55203-4","SHORTNAME","aPTT 5M p NP Cont PPP","aPTT 5M p NP PPP Cont",""
"2.82","55344-6","COMPONENT","Platelet aggregation.ristocetin induced^1000 ug/mL","Platelet aggregation",""
"2.82","55344-6","LONG_COMMON_NAME","Platelet aggregation ristocetin induced in Platelet rich plasma --1000 ug/mL","Platelet aggregation in Platelet rich plasma by ristocetin induced 1000 ug/mL",""
"2.82","55344-6","METHOD_TYP","","Aggregometry.ristocetin induced.1000 ug/mL",""
"2.82","55344-6","SHORTNAME","PA Rist 1000 ug/mL PRP","PA PRP Rist 1000 ug/mL",""
"2.82","55347-9","COMPONENT","Coagulation ecarin induced","Coagulation",""
"2.82","55347-9","LONG_COMMON_NAME","Ecarin clotting time (ECT) in Blood by Coagulation assay","Coagulation ecarin induced in Blood by Coagulation assay",""
"2.82","55347-9","METHOD_TYP","Coag","Coag.ecarin induced",""
"2.82","55657-1","COMPONENT","Clindamycin.high potency","Clindamycin",""
"2.82","55657-1","LONG_COMMON_NAME","Clindamycin.high potency [Susceptibility]","Clindamycin [Susceptibility] by High potency",""
"2.82","55657-1","METHOD_TYP","","High potency",""
"2.82","55657-1","SHORTNAME","Clindamycin.high potency Susc Islt","Clindamycin Islt High potency",""
"2.82","55658-9","COMPONENT","Clindamycin.high potency","Clindamycin",""
"2.82","55658-9","LONG_COMMON_NAME","Clindamycin.high potency [Susceptibility] by Gradient strip","Clindamycin [Susceptibility] by Gradient strip.High potency",""
"2.82","55658-9","METHOD_TYP","Gradient strip","Gradient strip.High potency",""
"2.82","55658-9","SHORTNAME","Clindamycin.high potency Islt Grad strip","Clindamycin Islt GS High potency",""
"2.82","55659-7","COMPONENT","Clindamycin.high potency","Clindamycin",""
"2.82","55659-7","LONG_COMMON_NAME","Clindamycin.high potency [Susceptibility] by Disk diffusion (KB)","Clindamycin [Susceptibility] by Agar diffusion.High potency",""
"2.82","55659-7","METHOD_TYP","Agar diffusion","Agar diffusion.High potency",""
"2.82","55659-7","SHORTNAME","Clindamycin.high potency Islt KB","Clindamycin Islt AD high potency",""
"2.82","55660-5","COMPONENT","Clindamycin.high potency","Clindamycin",""
"2.82","55660-5","LONG_COMMON_NAME","Clindamycin.high potency [Susceptibility] by Minimum inhibitory concentration (MIC)","Clindamycin [Susceptibility] by MIC.High potency",""
"2.82","55660-5","METHOD_TYP","MIC","MIC.High potency",""
"2.82","55660-5","SHORTNAME","Clindamycin.high potency Islt MIC","Clindamycin Islt MIC high potency",""
"2.82","55661-3","SHORTNAME","Clofazamine Islt KB","Clofazimine Islt KB",""
"2.82","55662-1","SHORTNAME","Clofazamine Islt Grad strip","Clofazimine Islt Grad strip",""
"2.82","55674-6","COMPONENT","Ethambutol 2.0 ug/mL","Ethambutol",""
"2.82","55674-6","LONG_COMMON_NAME","Ethambutol 2 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria","Ethambutol [Susceptibility] by Method for Slow-growing mycobacteria.antibiotic concentration at 2.0 ug/mL",""
"2.82","55674-6","METHOD_TYP","Method for Slow-growing mycobacteria","Method for Slow-growing mycobacteria.antibiotic concentration at 2.0 ug/mL",""
"2.82","55674-6","SHORTNAME","Ethambutol 2 ug/mL Islt SlowMyco","Ethambutol Islt Slgr Mcbct AB 2.0",""
"2.82","55685-2","COMPONENT","Isoniazid 10.0 ug/mL","Isoniazid",""
"2.82","55685-2","LONG_COMMON_NAME","Isoniazid 10 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria","Isoniazid [Susceptibility] by Method for Slow-growing mycobacteria.antibiotic concentration at 10.0 ug/mL",""
"2.82","55685-2","METHOD_TYP","Method for Slow-growing mycobacteria","Method for Slow-growing mycobacteria.antibiotic concentration at 10.0 ug/mL",""
"2.82","55685-2","SHORTNAME","Isoniazid 10 ug/mL Islt SlowMyco","Isoniazid Islt Slgr Mcbct AB 10.0",""
"2.82","55711-6","COMPONENT","Pyrazinamide 200.0 ug/mL","Pyrazinamide",""
"2.82","55711-6","LONG_COMMON_NAME","Pyrazinamide 200 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria","Pyrazinamide [Susceptibility] by Method for Slow-growing mycobacteria.antibiotic concentration at 200.0 ug/mL",""
"2.82","55711-6","METHOD_TYP","Method for Slow-growing mycobacteria","Method for Slow-growing mycobacteria.antibiotic concentration at 200.0 ug/mL",""
"2.82","55711-6","SHORTNAME","PZA 200 ug/mL Islt SlowMyco","PZA Islt Slgr Mcbct AB200.0",""
"2.82","55712-4","COMPONENT","rifAMPin 40.0 ug/mL","rifAMPin",""
"2.82","55712-4","LONG_COMMON_NAME","rifAMPin 40 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria","rifAMPin [Susceptibility] by Method for Slow-growing mycobacteria.antibiotic concentration at 40.0 ug/mL",""
"2.82","55712-4","METHOD_TYP","Method for Slow-growing mycobacteria","Method for Slow-growing mycobacteria.antibiotic concentration at 40.0 ug/mL",""
"2.82","55712-4","SHORTNAME","rifAMPin 40 ug/mL Islt SlowMyco","rifAMPin Islt Slgr Mcbct AB 40.0",""
"2.82","55797-5","COMPONENT","Platelet aggregation.adenosine diphosphate induced^2.5 umol/L","Platelet aggregation interpretation",""
"2.82","55797-5","LONG_COMMON_NAME","Platelet aggregation ADP induced [Presence] in Platelet rich plasma --2.5 umol/L","Platelet aggregation interpretation in Platelet rich plasma Qualitative by Adenosine diphosphate induced.2.5 umol/L",""
"2.82","55797-5","METHOD_TYP","","Adenosine diphosphate induced.2.5 umol/L",""
"2.82","55797-5","PROPERTY","PrThr","Imp",""
"2.82","55797-5","SHORTNAME","PA ADP 2.5 umol/L PRP Ql","Platelet aggr int PRP Adenosine diphosphate induced.2.5 umol/L-Imp",""
"2.82","55798-3","COMPONENT","Platelet aggregation.adenosine diphosphate induced^5 umol/L","Platelet aggregation interpretation",""
"2.82","55798-3","LONG_COMMON_NAME","Platelet aggregation ADP induced [Presence] in Platelet rich plasma --5 umol/L","Platelet aggregation interpretation in Platelet rich plasma Qualitative by Adenosine diphosphate induced.5 umol/L",""
"2.82","55798-3","METHOD_TYP","","Adenosine diphosphate induced.5 umol/L",""
"2.82","55798-3","PROPERTY","PrThr","Imp",""
"2.82","55798-3","SHORTNAME","PA ADP 5 umol/L PRP Ql","Platelet aggr int PRP Adenosine diphosphate induced.5 umol/L-Imp",""
"2.82","55799-1","COMPONENT","Platelet aggregation.ristocetin induced^1125 mg/L","Platelet aggregation interpretation",""
"2.82","55799-1","LONG_COMMON_NAME","Platelet aggregation ristocetin induced [Presence] in Platelet rich plasma --1125 mg/L","Platelet aggregation interpretation in Platelet rich plasma Qualitative by Ristocetin induced.1125 mg/L",""
"2.82","55799-1","METHOD_TYP","","Ristocetin induced.1125 mg/L",""
"2.82","55799-1","PROPERTY","PrThr","Imp",""
"2.82","55799-1","SHORTNAME","PA Rist 1125 mg/L PRP Ql","Platelet aggr int PRP Ristocetin induced.1125 mg/L-Imp",""
"2.82","55800-7","COMPONENT","Platelet aggregation.ristocetin induced^1000 mg/L","Platelet aggregation interpretation",""
"2.82","55800-7","LONG_COMMON_NAME","Platelet aggregation ristocetin induced [Presence] in Platelet rich plasma --1000 mg/L","Platelet aggregation interpretation in Platelet rich plasma Qualitative by Ristocetin induced.1000 mg/L",""
"2.82","55800-7","METHOD_TYP","","Ristocetin induced.1000 mg/L",""
"2.82","55800-7","PROPERTY","PrThr","Imp",""
"2.82","55800-7","SHORTNAME","PA Rist 1000 mg/L PRP Ql","Platelet aggr int PRP Ristocetin induced.1000 mg/L-Imp",""
"2.82","55801-5","COMPONENT","Platelet aggregation.ristocetin induced^500 mg/L","Platelet aggregation interpretation",""
"2.82","55801-5","LONG_COMMON_NAME","Platelet aggregation ristocetin induced [Presence] in Platelet rich plasma --500 mg/L","Platelet aggregation interpretation in Platelet rich plasma Qualitative by Ristocetin induced.500 mg/L",""
"2.82","55801-5","METHOD_TYP","","Ristocetin induced.500 mg/L",""
"2.82","55801-5","PROPERTY","PrThr","Imp",""
"2.82","55801-5","SHORTNAME","PA Rist 500 mg/L PRP Ql","Platelet aggr int PRP Ristocetin induced.500 mg/L-Imp",""
"2.82","55989-8","SHORTNAME","R eye Pressure border code Perimetry","R eye Pressure border code Prmtry",""
"2.82","55990-6","SHORTNAME","L eye GF border code Perimetry","L eye GF border code Prmtry",""
"2.82","56002-9","COMPONENT","Platelet aggregation.adenosine diphosphate induced ATP secretion^5 umol/L","Platelet aggregation",""
"2.82","56002-9","LONG_COMMON_NAME","Platelet aggregation ADP induced ATP secretion in Blood --5 umol/L","Platelet aggregation in Blood by ADP induced ATP secretion 5 umol/L",""
"2.82","56002-9","METHOD_TYP","","Aggregometry.adenosine diphosphate induced ATP secretion.5 umol/L",""
"2.82","56002-9","SHORTNAME","PA ADP ATP secr 5 umol/L Bld","PA Bld ADP ATP secr 5 umol/L",""
"2.82","56003-7","COMPONENT","Platelet aggregation.adenosine diphosphate induced ATP secretion^10 umol/L","Platelet aggregation interpretation",""
"2.82","56003-7","LONG_COMMON_NAME","Platelet aggregation ADP induced ATP secretion [Presence] in Blood --10 umol/L","Platelet aggregation interpretation in Blood Qualitative by Adenosine diphosphate induced ATP secretion.10 umol/L",""
"2.82","56003-7","METHOD_TYP","","Adenosine diphosphate induced ATP secretion.10 umol/L",""
"2.82","56003-7","PROPERTY","PrThr","Imp",""
"2.82","56003-7","SHORTNAME","PA ADP ATP secr 10 umol/L Bld Ql","Platelet aggr int Bld Adenosine diphosphate induced ATP secretion.10 umol/L-Imp",""
"2.82","56004-5","COMPONENT","Platelet aggregation.adenosine diphosphate induced ATP secretion^5 umol/L","Platelet aggregation interpretation",""
"2.82","56004-5","LONG_COMMON_NAME","Platelet aggregation ADP induced ATP secretion [Presence] in Blood --5 umol/L","Platelet aggregation interpretation in Blood Qualitative by Adenosine diphosphate induced ATP secretion.5 umol/L",""
"2.82","56004-5","METHOD_TYP","","Adenosine diphosphate induced ATP secretion.5 umol/L",""
"2.82","56004-5","PROPERTY","PrThr","Imp",""
"2.82","56004-5","SHORTNAME","PA ADP ATP secr 5 umol/L Bld Ql","Platelet aggr int Bld Adenosine diphosphate induced ATP secretion.5 umol/L-Imp",""
"2.82","56005-2","COMPONENT","Platelet aggregation.adenosine diphosphate induced^5 umol/L","Platelet aggregation",""
"2.82","56005-2","LONG_COMMON_NAME","Platelet aggregation ADP induced in Blood --5 umol/L","Platelet aggregation in Blood by ADP induced 5 umol/L",""
"2.82","56005-2","METHOD_TYP","","Aggregometry.adenosine diphosphate induced.5 umol/L",""
"2.82","56005-2","SHORTNAME","PA ADP 5 umol/L Bld","PA Bld ADP 5 umol/L",""
"2.82","56006-0","COMPONENT","Platelet aggregation.adenosine diphosphate induced^10 umol/L","Platelet aggregation",""
"2.82","56006-0","LONG_COMMON_NAME","Platelet aggregation ADP induced in Blood --10 umol/L","Platelet aggregation in Blood by ADP induced 10 umol/L",""
"2.82","56006-0","METHOD_TYP","","Aggregometry.adenosine diphosphate induced.10 umol/L",""
"2.82","56006-0","SHORTNAME","PA ADP 10 umol/L Bld","PA Bld ADP 10 umol/L",""
"2.82","56007-8","COMPONENT","Platelet aggregation.arachidonate induced^500 umol/L","Platelet aggregation",""
"2.82","56007-8","LONG_COMMON_NAME","Platelet aggregation arachidonate induced in Blood --500 umol/L","Platelet aggregation in Blood by arachidonate induced 500 ug/mL",""
"2.82","56007-8","METHOD_TYP","","Aggregometry.arachidonate induced.500 ug/mL",""
"2.82","56007-8","SHORTNAME","PA AA 500 umol/L Bld","PA Bld AA 500 ug/mL",""
"2.82","56008-6","COMPONENT","Platelet aggregation.collagen induced^1 ug/mL","Platelet aggregation",""
"2.82","56008-6","LONG_COMMON_NAME","Platelet aggregation collagen induced in Blood --1 ug/mL","Platelet aggregation in Blood by collagen induced 1 ug/mL",""
"2.82","56008-6","METHOD_TYP","","Aggregometry.collagen induced.1 ug/mL",""
"2.82","56008-6","SHORTNAME","PA Coll 1 ug/mL Bld","PA Bld Coll 1 ug/mL",""
"2.82","56009-4","COMPONENT","Platelet aggregation.collagen induced^5 ug/mL","Platelet aggregation",""
"2.82","56009-4","LONG_COMMON_NAME","Platelet aggregation collagen induced in Blood --5 ug/mL","Platelet aggregation in Blood by collagen induced 5 ug/mL",""
"2.82","56009-4","METHOD_TYP","","Aggregometry.collagen induced.5 ug/mL",""
"2.82","56009-4","SHORTNAME","PA Coll 5 ug/mL Bld","PA Bld Coll 5 ug/mL",""
"2.82","56010-2","COMPONENT","Platelet aggregation.ristocetin induced^250 ug/mL","Platelet aggregation",""
"2.82","56010-2","LONG_COMMON_NAME","Platelet aggregation ristocetin induced in Blood --250 ug/mL","Platelet aggregation in Blood by ristocetin induced 250 ug/mL",""
"2.82","56010-2","METHOD_TYP","","Aggregometry.ristocetin induced.250 ug/mL",""
"2.82","56010-2","SHORTNAME","PA Rist 250 ug/mL Bld","PA Bld Rist 250 ug/mL",""
"2.82","56011-0","COMPONENT","Platelet aggregation.adenosine diphosphate induced ATP secretion^10 umol/L","Platelet aggregation",""
"2.82","56011-0","LONG_COMMON_NAME","Platelet aggregation ADP induced ATP secretion in Blood --10 umol/L","Platelet aggregation in Blood by ADP induced ATP secretion 10 umol/L",""
"2.82","56011-0","METHOD_TYP","","Aggregometry.adenosine diphosphate induced ATP secretion.10 umol/L",""
"2.82","56011-0","SHORTNAME","PA ADP ATP secr 10 umol/L Bld","PA Bld ADP ATP secr 10 umol/L",""
"2.82","56012-8","COMPONENT","Platelet aggregation.arachidonate induced ATP secretion^500 umol/L","Platelet aggregation interpretation",""
"2.82","56012-8","LONG_COMMON_NAME","Platelet aggregation arachidonate induced ATP secretion [Presence] in Blood --500 umol/L","Platelet aggregation interpretation in Blood Qualitative by Arachidonate induced ATP secretion.500 umol/L",""
"2.82","56012-8","METHOD_TYP","","Arachidonate induced ATP secretion.500 umol/L",""
"2.82","56012-8","PROPERTY","PrThr","Imp",""
"2.82","56012-8","SHORTNAME","PA AA ATP secr 500 umol/L Bld Ql","Platelet aggr int Bld Arachidonate induced ATP secretion.500 umol/L-Imp",""
"2.82","56013-6","COMPONENT","Platelet aggregation.arachidonate induced ATP secretion^500 umol/L","Platelet aggregation",""
"2.82","56013-6","LONG_COMMON_NAME","Platelet aggregation arachidonate induced ATP secretion in Blood --500 umol/L","Platelet aggregation in Blood by arachidonate induced ATP secretion 500 umol/L",""
"2.82","56013-6","METHOD_TYP","","Aggregometry.arachidonate induced ATP secretion.500 umol/L",""
"2.82","56013-6","SHORTNAME","PA AA ATP secr 500 umol/L Bld","PA Bld AA ATP secr 500 umol/L",""
"2.82","56014-4","COMPONENT","Platelet aggregation.collagen induced ATP secretion^5 ug/mL","Platelet aggregation",""
"2.82","56014-4","LONG_COMMON_NAME","Platelet aggregation collagen induced ATP secretion in Blood --5 ug/mL","Platelet aggregation in Blood by collagen induced ATP secretion 5 ug/mL",""
