"VersionEffective","LOINC_NUM","Property","ValuePrior","ValueCurrent","ChangeReason"
"2.82","93408-3","COMPONENT","Platelet aggregation.epinephrine induced^10 umol/L","Platelet aggregation",""
"2.82","93408-3","LONG_COMMON_NAME","Platelet aggregation EPINEPHrine induced in Platelet rich plasma --10 umol/L","Platelet aggregation in Platelet rich plasma by EPINEPHrine induced 10 umol/L",""
"2.82","93408-3","METHOD_TYP","","Aggregometry.epinephrine induced.10 umol/L",""
"2.82","93408-3","SHORTNAME","PA Epineph 10 umol/L PRP","PA PRP Epineph 10 umol/L",""
"2.82","93409-1","COMPONENT","Platelet aggregation.epinephrine induced^5 umol/L","Platelet aggregation",""
"2.82","93409-1","LONG_COMMON_NAME","Platelet aggregation EPINEPHrine induced in Platelet rich plasma --5 umol/L","Platelet aggregation in Platelet rich plasma by EPINEPHrine induced 5 umol/L",""
"2.82","93409-1","METHOD_TYP","","Aggregometry.epinephrine induced.5 umol/L",""
"2.82","93409-1","SHORTNAME","PA Epineph 5 umol/L PRP","PA PRP Epineph 5 umol/L",""
"2.82","93410-9","COMPONENT","Platelet aggregation.ristocetin induced^5 ug/mL","Platelet aggregation",""
"2.82","93410-9","LONG_COMMON_NAME","Platelet aggregation ristocetin induced in Platelet rich plasma --5 ug/mL","Platelet aggregation in Platelet rich plasma by ristocetin induced 5 ug/mL",""
"2.82","93410-9","METHOD_TYP","","Aggregometry.ristocetin induced.5 ug/mL",""
"2.82","93410-9","SHORTNAME","PA Rist 5 ug/mL PRP","PA PRP Rist 5 ug/mL",""
"2.82","93438-0","SHORTNAME","HSV2 DNA Bld Ql NAA+non-probe","HSV2 DNA Bld Ql NAA+n-prb",""
"2.82","93439-8","SHORTNAME","HSV1 DNA Bld Ql NAA+non-probe","HSV1 DNA Bld Ql NAA+n-prb",""
"2.82","93440-6","SHORTNAME","HSV 1+2 DNA Pnl Bld NAA+non-probe","HSV 1+2 DNA Pnl Bld NAA+n-prb",""
"2.82","93497-6","COMPONENT","Moxifloxacin 3.0 ug/mL","Moxifloxacin",""
"2.82","93497-6","LONG_COMMON_NAME","Moxifloxacin 3 ug/mL [Susceptibility] by Method for Slow-growing mycobacteria","Moxifloxacin [Susceptibility] by Method for Slow-growing mycobacteria.antibiotic concentration at 3.0 ug/mL",""
"2.82","93497-6","METHOD_TYP","Method for Slow-growing mycobacteria","Method for Slow-growing mycobacteria.antibiotic concentration at 3.0 ug/mL",""
"2.82","93497-6","SHORTNAME","Moxifloxacin 3 ug/mL Islt SlowMyco","Moxifloxacin Islt Slgr Mcbct AB 3.0",""
"2.82","93702-9","COMPONENT","Platelet aggregation.ristocetin induced^15 ug/mL","Platelet aggregation",""
"2.82","93702-9","LONG_COMMON_NAME","Platelet aggregation ristocetin induced in Platelet rich plasma --15 ug/mL","Platelet aggregation in Platelet rich plasma by ristocetin induced 15 ug/mL",""
"2.82","93702-9","METHOD_TYP","","Aggregometry.ristocetin induced.15 ug/mL",""
"2.82","93702-9","SHORTNAME","PA Rist 15 ug/mL PRP","PA PRP Rist 15 ug/mL",""
"2.82","93790-4","LONG_COMMON_NAME","Delafloxacin [Susceptibility] by Gradient strip","Deprecated Delafloxacin [Susceptibility] by Gradient strip",""
"2.82","93790-4","SHORTNAME","DLX Islt Grad strip","Deprecated DLX Islt Grad strip",""
"2.82","93790-4","STATUS","ACTIVE","DEPRECATED",""
"2.82","93856-3","SHORTNAME","EV RNA Spec Ql NAA+non-probe","EV RNA Spec Ql NAA+n-prb",""
"2.82","94096-5","ORDER_OBS","Observation","Both",""
"2.82","94119-5","DefinitionDescription","The ventilatory efficiency slope is calculated as the ratio of minute ventilation to carbon dioxide production. It is a proxy for peak oxygen consumption and is correlated with disease severity for various cardiopulmonary conditions, including pediatric pulmonary hypertension and adult heart failure. PMID: 24144928","The ventilatory efficiency slope is calculated as the ratio of minute ventilation to carbon dioxide production. It is correlated with disease severity for various cardiopulmonary conditions, including pediatric pulmonary hypertension and adult heart failure. PMID: 24144928",""
"2.82","94135-1","SHORTNAME","Funeral service licensee ID Facility","Funeral service licensee ID Fclty",""
"2.82","94247-4","SHORTNAME","B burgdorferi oppA2 Bld Ql NAA+non-probe","B burgdorferi oppA2 Bld Ql NAA+n-prb",""
"2.82","94248-2","SHORTNAME","B mayonii oppA2 Bld Ql NAA+non-probe","B mayonii oppA2 Bld Ql NAA+n-prb",""
"2.82","94249-0","SHORTNAME","B gar+afz oppA2 Bld Ql NAA+non-probe","B gar+afz oppA2 Bld Ql NAA+n-prb",""
"2.82","94251-6","SHORTNAME","B mayonii oppA2 Spec Ql NAA+non-probe","B mayonii oppA2 Spec Ql NAA+n-prb",""
"2.82","94252-4","SHORTNAME","B gar+afz oppA2 Spec Ql NAA+non-probe","B gar+afz oppA2 Spec Ql NAA+n-prb",""
"2.82","94253-2","SHORTNAME","B sp panel Spec NAA+non-probe","B sp panel Spec NAA+n-prb",""
"2.82","94269-8","COMPONENT","Platelet aggregation.EPINEPHrine induced^50 umol/L","Platelet aggregation",""
"2.82","94269-8","LONG_COMMON_NAME","Platelet aggregation EPINEPHrine induced in Platelet rich plasma --50 umol/L","Platelet aggregation in Platelet rich plasma by EPINEPHrine induced 50 umol/L",""
"2.82","94269-8","METHOD_TYP","","Aggregometry.epinephrine induced.50 umol/L",""
"2.82","94269-8","SHORTNAME","PA Epineph 50 umol/L PRP","PA PRP Epineph 50 umol/L",""
"2.82","94370-4","SHORTNAME","S marcescens DNA Lower resp Ql NAA+probe","S marcscns DNA Lower resp Ql NAA+probe",""
"2.82","94371-2","SHORTNAME","P aeruginosa DNA Lower resp Ql NAA+probe","P aerugns DNA Lower resp Ql NAA+probe",""
"2.82","94374-6","SHORTNAME","K pneumon DNA Lower resp Ql NAA+probe","K pnm DNA Lower resp Ql NAA+probe",""
"2.82","94483-5","SHORTNAME","HPIV1 RNA Lower resp Ql NAA+non-probe","HPIV1 RNA Lower resp Ql NAA+n-prb",""
"2.82","94484-3","SHORTNAME","HPIV2 RNA Lower resp Ql NAA+non-probe","HPIV2 RNA Lower resp Ql NAA+n-prb",""
"2.82","94485-0","SHORTNAME","HPIV3 RNA Lower resp Ql NAA+non-probe","HPIV3 RNA Lower resp Ql NAA+n-prb",""
"2.82","94486-8","SHORTNAME","HPIV4 RNA Lower resp Ql NAA+non-probe","HPIV4 RNA Lower resp Ql NAA+n-prb",""
"2.82","94556-8","COMPONENT","Coagulation dilute Russell viper venom induced.excess phospholipid^post DOAC neutralization","Coagulation",""
"2.82","94556-8","LONG_COMMON_NAME","dRVVT excess phospholipid in Platelet poor plasma by Coagulation assay --post DOAC neutralization","dRVVT excess phospholipid post DOAC neutralization in Platelet poor plasma by Coagulation assay",""
"2.82","94556-8","METHOD_TYP","Coag","Coag.dilute Russell viper venom induced.excess phospholipid.post DOAC neutralization",""
"2.82","94557-6","COMPONENT","Coagulation dilute Russell viper venom induced^post DOAC neutralization","Coagulation",""
"2.82","94557-6","LONG_COMMON_NAME","dRVVT in Platelet poor plasma by Coagulation assay --post DOAC neutralization","dRVVT post DOAC neutralization in Platelet poor plasma by Coagulation assay",""
"2.82","94557-6","METHOD_TYP","Coag","Coag.dilute Russell viper venom induced.post DOAC neutralization",""
"2.82","94560-0","SHORTNAME","Diabetes risk Score Calc","Diabetes risk Scre Calc",""
"2.82","94565-9","SHORTNAME","SARS-CoV-2 RNA Nph Ql NAA+non-probe","SARS-CoV-2 RNA Nph Ql NAA+n-prb",""
"2.82","94577-4","COMPONENT","Maximum clot strength amplitude.arachidonate induced","Maximum clot strength amplitude",""
"2.82","94577-4","LONG_COMMON_NAME","Maximum amplitude arachidonate induced [Length] in Blood by Resonance TEG","Maximum clot strength amplitude [Length] in Blood by Thromboelastography.resonance.arachidonate induced",""
"2.82","94577-4","METHOD_TYP","Thromboelastography.resonance","Thromboelastography.resonance.arachidonate induced",""
"2.82","94577-4","SHORTNAME","MA AA Bld Res TEG","Maximum clot strength amplitude Bld Thromboelastography.resonance.arachidonate induced",""
"2.82","94578-2","COMPONENT","Clot strength.platelet thromboxane A2 receptor inhibited","Clot strength",""
"2.82","94578-2","LONG_COMMON_NAME","Clot strength TXA2 receptor inhibited [Length fraction] in Blood by calculation","Clot strength [Length fraction] in Blood by Thromboelastography.platelet thromboxane A2 receptor inhibited",""
"2.82","94578-2","METHOD_TYP","Calculated","Thromboelastography.platelet thromboxane A2 receptor inhibited",""
"2.82","94579-0","COMPONENT","Clot strength.arachidonate induced","Clot strength",""
"2.82","94579-0","LONG_COMMON_NAME","Clot strength arachidonate induced [Length fraction] in Blood by calculation","Clot strength [Length fraction] in Blood by Thromboelastography.arachidonate induced",""
"2.82","94579-0","METHOD_TYP","Calculated","Thromboelastography.arachidonate induced",""
"2.82","94579-0","SHORTNAME","Clot strength AA induced LenFr Bld Calc","Clot strength LenFr Bld TEG.arachidonate induced",""
"2.82","94580-8","SHORTNAME","HSV 1+2 DNA Pnl Spec NAA+non-probe","HSV 1+2 DNA Pnl Spec NAA+n-prb",""
"2.82","94581-6","SHORTNAME","HSV1 DNA Spec Ql NAA+non-probe","HSV1 DNA Spec Ql NAA+n-prb",""
"2.82","94582-4","SHORTNAME","HSV2 DNA Spec Ql NAA+non-probe","HSV2 DNA Spec Ql NAA+n-prb",""
"2.82","94583-2","SHORTNAME","HSV 1+2 DNA Pnl CSF NAA+non-probe","HSV 1+2 DNA Pnl CSF NAA+n-prb",""
"2.82","94584-0","SHORTNAME","VZV DNA Spec Ql NAA+non-probe","VZV DNA Spec Ql NAA+n-prb",""
"2.82","94731-7","LONG_COMMON_NAME","Narcotics and opioids [Presence] in Saliva (oral fluid) by Confirmatory method","Narcotics [Presence] in Saliva (oral fluid) by Confirmatory method",""
"2.82","95130-1","SHORTNAME","Aggr PC risk Score Patient Calc.ExoDx","Aggr PC risk Scre Patient Calc.ExoDx",""
"2.82","95241-6","COMPONENT","Platelet aggregation.adenosine diphosphate induced^0.6 umol/L","Platelet aggregation",""
"2.82","95241-6","LONG_COMMON_NAME","Platelet aggregation ADP induced in Platelet rich plasma --0.6 umol/L","Platelet aggregation in Platelet rich plasma by ADP induced 0.6 umol/L",""
"2.82","95241-6","METHOD_TYP","","Aggregometry.adenosine diphosphate induced.0.6 umol/L",""
"2.82","95241-6","SHORTNAME","PA ADP 0.6 umol/L PRP","PA PRP ADP 0.6 umol/L",""
"2.82","95242-4","COMPONENT","Platelet aggregation.adenosine diphosphate induced^1.2 umol/L","Platelet aggregation",""
"2.82","95242-4","LONG_COMMON_NAME","Platelet aggregation ADP induced in Platelet rich plasma --1.2 umol/L","Platelet aggregation in Platelet rich plasma by ADP induced 1.2 umol/L",""
"2.82","95242-4","METHOD_TYP","","Aggregometry.adenosine diphosphate induced.1.2 umol/L",""
"2.82","95242-4","SHORTNAME","PA ADP 1.2 umol/L PRP","PA PRP ADP 1.2 umol/L",""
"2.82","95243-2","COMPONENT","Platelet aggregation.epinephrine induced^0.5 umol/L","Platelet aggregation",""
"2.82","95243-2","LONG_COMMON_NAME","Platelet aggregation EPINEPHrine induced in Platelet rich plasma --0.5 umol/L","Platelet aggregation in Platelet rich plasma by EPINEPHrine induced 0.5 umol/L",""
"2.82","95243-2","METHOD_TYP","","Aggregometry.epinephrine induced.0.5 umol/L",""
"2.82","95243-2","SHORTNAME","PA Epineph 0.5 umol/L PRP","PA PRP Epineph 0.5 umol/L",""
"2.82","95244-0","COMPONENT","Platelet aggregation.EPINEPHrine induced^1 umol/L","Platelet aggregation",""
"2.82","95244-0","LONG_COMMON_NAME","Platelet aggregation EPINEPHrine induced in Platelet rich plasma --1 umol/L","Platelet aggregation in Platelet rich plasma by EPINEPHrine induced 1 umol/L",""
"2.82","95244-0","METHOD_TYP","","Aggregometry.epinephrine induced.1 umol/L",""
"2.82","95244-0","SHORTNAME","PA Epineph 1 umol/L PRP","PA PRP Epineph 1 umol/L",""
"2.82","95245-7","COMPONENT","Platelet aggregation.ristocetin induced^375 ug/mL","Platelet aggregation",""
"2.82","95245-7","LONG_COMMON_NAME","Platelet aggregation ristocetin induced in Platelet rich plasma --375 ug/mL","Platelet aggregation in Platelet rich plasma by ristocetin induced 375 ug/mL",""
"2.82","95245-7","METHOD_TYP","","Aggregometry.ristocetin induced.375 ug/mL",""
"2.82","95245-7","SHORTNAME","PA Rist 375 ug/mL PRP","PA PRP Rist 375 ug/mL",""
"2.82","95608-6","SHORTNAME","SARS-CoV-2 RNA Resp Ql NAA+non-probe","SARS-CoV-2 RNA Resp Ql NAA+n-prb",""
"2.82","95615-1","SURVEY_QUEST_TEXT","Over the last 12 months how often did your partner scream or curse at you?","",""
"2.82","95616-9","SURVEY_QUEST_TEXT","Over the last 12 months how often did your partner threaten you with physical harm?","",""
"2.82","95617-7","SURVEY_QUEST_TEXT","Over the last 12 months how often did your partner insult you or talk down to you?","",""
"2.82","95618-5","SURVEY_QUEST_TEXT","Over the last 12 months how often did your partner physically hurt you?","",""
"2.82","95764-7","SHORTNAME","C auris DNA Ur Ql NAA+non-probe","C auris DNA Ur Ql NAA+n-prb",""
"2.82","95765-4","SHORTNAME","C auris DNA Spec Ql NAA+non-probe","C auris DNA Spec Ql NAA+n-prb",""
"2.82","95766-2","SHORTNAME","C auris DNA Bld Ql NAA+non-probe","C auris DNA Bld Ql NAA+n-prb",""
"2.82","95768-8","COMPONENT","Parathyrin.1-84","Parathyrin.intact",""
"2.82","95768-8","DefinitionDescription","Parathyroid hormone is an 84 amino acid peptide designated PTH 1-84. Presence of the first six N-terminal amino acids (""N-terminus"") is required for PTH biological activity, so assays that detect biologically active PTH have to, at a minimum, detect the N-terminus. This assay is different from intact parathyroid hormone assays, which are called intact because they detect the PTH molecule before it is degraded into C-terminal and N-terminal fragments by looking for the presence of segments in both the C- and N-terminal sides, but they do not necessarily detect the N-terminus. The measured PTH (1-84) value of a patient's sample can vary depending on the testing procedure used, so results from assays from various manufacturers cannot be used interchangeably.","",""
"2.82","95768-8","LONG_COMMON_NAME","Parathyrin.1-84 [Moles/volume] in Serum or Plasma by Immunoassay","Parathyrin.intact [Moles/volume] in Serum or Plasma by Immunoassay",""
"2.82","95768-8","SHORTNAME","Parathyrin.1-84 SerPl IA-sCnc","PTH-Intact SerPl IA-sCnc",""
"2.82","95885-0","SHORTNAME","Inpt beds","Inpt bds",""
"2.82","95953-6","COMPONENT","(Gentamycin+Lincomycin+Neomycin+Streptomycin+Tobramycin) Ab.IgE","(Gentamicin+Lincomycin+Neomycin+Streptomycin+Tobramycin) Ab.IgE",""
"2.82","95953-6","LONG_COMMON_NAME","Aminoglycoside Mix (Gentamycin+Lincomycin+Neomycin+Streptomycin+Tobramycin) IgE Ab [Units/volume] in Serum","Aminoglycoside Mix (Gentamicin+Lincomycin+Neomycin+Streptomycin+Tobramycin) IgE Ab [Units/volume] in Serum",""
"2.82","95969-2","SHORTNAME","ICU beds","ICU bds",""
"2.82","96108-6","SHORTNAME","Clofazamine Islt Genotyp","Clofazimine Islt Genotyp",""
"2.82","96260-5","COMPONENT","Coagulation tissue factor induced.factor substitution^2H post incubation after 1:1 addition of normal plasma","Coagulation",""
"2.82","96260-5","LONG_COMMON_NAME","Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --2H post incubation with 1:1 normal plasma","Prothrombin time (PT) factor substitution 2H post incubation with 1:1 normal plasma in Platelet poor plasma by Coagulation assay",""
"2.82","96260-5","METHOD_TYP","Coag","Coag.tissue factor induced.factor substitution.2H post incubation after 1:1 addition of normal plasma",""
"2.82","96261-3","COMPONENT","Coagulation tissue factor induced.factor substitution^1H post incubation after 1:1 addition of normal plasma","Coagulation",""
"2.82","96261-3","LONG_COMMON_NAME","Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --1H post incubation with 1:1 normal plasma","Prothrombin time (PT) factor substitution 1H post incubation with 1:1 normal plasma in Platelet poor plasma by Coagulation assay",""
"2.82","96261-3","METHOD_TYP","Coag","Coag.tissue factor induced.factor substitution.1H post incubation after 1:1 addition of normal plasma",""
"2.82","96262-1","COMPONENT","Coagulation tissue factor induced.factor substitution^immediately after 1:1 addition of normal plasma","Coagulation",""
"2.82","96262-1","LONG_COMMON_NAME","Prothrombin time (PT) factor substitution in Platelet poor plasma by Coagulation assay --immediately after 1:1 addition of normal plasma","Coag.tissue factor induced.factor substitution.immediately after 1:1 addition of normal plasma in Platelet poor plasma by Coagulation assay",""
"2.82","96262-1","METHOD_TYP","Coag","Coag.tissue factor induced.factor substitution.immediately after 1:1 addition of normal plasma",""
"2.82","96263-9","COMPONENT","Coagulation surface induced.lupus sensitive.factor substitution^2H post incubation after 1:1 addition of normal plasma","Coagulation",""
"2.82","96263-9","LONG_COMMON_NAME","aPTT.lupus sensitive.factor substitution in Platelet poor plasma by Coagulation assay --2H post incubation with 1:1 normal plasma","aPTT.lupus sensitive.factor substitution 2H post incubation with 1:1 normal plasma in Platelet poor plasma by Coagulation assay",""
"2.82","96263-9","METHOD_TYP","Coag","Coag.surface induced.lupus sensitive.factor substitution.2H post incubation after 1:1 addition of normal plasma",""
"2.82","96264-7","COMPONENT","Coagulation surface induced.lupus sensitive.factor substitution^1H post incubation after 1:1 addition of normal plasma","Coagulation",""
"2.82","96264-7","LONG_COMMON_NAME","aPTT.lupus sensitive.factor substitution in Platelet poor plasma by Coagulation assay --1H post incubation with 1:1 normal plasma","aPTT.lupus sensitive.factor substitution 1H post incubation with 1:1 normal plasma in Platelet poor plasma by Coagulation assay",""
"2.82","96264-7","METHOD_TYP","Coag","Coag.surface induced.lupus sensitive.factor substitution.1H post incubation after 1:1 addition of normal plasma",""
"2.82","96265-4","COMPONENT","Coagulation surface induced.factor substitution^2H post incubation after 1:1 addition of normal plasma","Coagulation",""
"2.82","96265-4","LONG_COMMON_NAME","aPTT.factor substitution in Platelet poor plasma by Coagulation assay --2H post incubation with 1:1 normal plasma","aPTT.factor substitution 2H post incubation with 1:1 normal plasma in Platelet poor plasma by Coagulation assay",""
"2.82","96265-4","METHOD_TYP","Coag","Coag.surface induced.factor substitution.2H post incubation after 1:1 addition of normal plasma",""
"2.82","96266-2","COMPONENT","Coagulation surface induced.factor substitution^1H post incubation after 1:1 addition of normal plasma","Coagulation",""
"2.82","96266-2","LONG_COMMON_NAME","aPTT.factor substitution in Platelet poor plasma by Coagulation assay --1H post incubation with 1:1 normal plasma","aPTT.factor substitution 1H post incubation with 1:1 normal plasma in Platelet poor plasma by Coagulation assay",""
"2.82","96266-2","METHOD_TYP","Coag","Coag.surface induced.factor substitution.1H post incubation after 1:1 addition of normal plasma",""
"2.82","96267-0","COMPONENT","Delta coagulation surface induced.hexagonal phase phospholipid","Delta Coagulation",""
"2.82","96267-0","LONG_COMMON_NAME","Delta aPTT W excess hexagonal phospholipid [Time] in Platelet poor plasma by Coagulation assay","Delta Coagulation [Time] in Platelet poor plasma by aPTT W excess hexagonal phase phospholipid",""
"2.82","96267-0","METHOD_TYP","Coag","Coag.surface induced.hexagonal phase phospholipid",""
"2.82","96267-0","SHORTNAME","Delta aPTT Hex PPP","Delta Coagulation PPP aPTT Hex PL",""
"2.82","96270-4","COMPONENT","Cyclin-dependent kinase 4","Cyclin-dependent kinase 4 Ag",""
"2.82","96270-4","LONG_COMMON_NAME","Cyclin-dependent kinase 4 [Presence] in Cancer specimen by Immune stain","Cyclin-dependent kinase 4 Ag [Presence] in Cancer specimen by Immune stain",""
"2.82","96270-4","SHORTNAME","CDK4 Ca spec Ql ImStn","CDK4 Ag Ca spec Ql ImStn",""
"2.82","96271-2","COMPONENT","DNA mismatch repair protein Msh3","DNA mismatch repair protein Msh3 Ag",""
"2.82","96271-2","LONG_COMMON_NAME","DNA mismatch repair protein Msh3 [Presence] in Cancer specimen by Immune stain","DNA mismatch repair protein Msh3 Ag [Presence] in Cancer specimen by Immune stain",""
"2.82","96271-2","SHORTNAME","hMSH3 Ca spec Ql ImStn","hMSH3 Ag Ca spec Ql ImStn",""
"2.82","96272-0","COMPONENT","DNA mismatch repair protein Mlh3","DNA mismatch repair protein Mlh3 Ag",""
"2.82","96272-0","LONG_COMMON_NAME","DNA mismatch repair protein Mlh3 [Presence] in Cancer specimen by Immune stain","DNA mismatch repair protein Mlh3 Ag [Presence] in Cancer specimen by Immune stain",""
"2.82","96272-0","SHORTNAME","MLH3 Ca spec Ql ImStn","MLH3 Ag Ca spec Ql ImStn",""
"2.82","96301-7","SHORTNAME","B fragilis DNA Bld Pos Ql NAA+non-probe","B fragilis DNA Bld Pos Ql NAA+n-prb",""
"2.82","96302-5","SHORTNAME","C auris DNA Bld Pos Ql NAA+non-probe","C auris DNA Bld Pos Ql NAA+n-prb",""
"2.82","96304-1","SHORTNAME","E faecalis DNA Bld Pos Ql NAA+non-probe","E faecalis DNA Bld Pos Ql NAA+n-prb",""
"2.82","96305-8","SHORTNAME","E faecium DNA Bld Pos Ql NAA+non-probe","E faecium DNA Bld Pos Ql NAA+n-prb",""
"2.82","96313-2","SHORTNAME","Salmonella DNA Bld Pos Ql NAA+non-probe","Salmonella DNA Bld Pos Ql NAA+n-prb",""
"2.82","9632-1","SHORTNAME","A fumigatus Ab Ser Ql","A fumgtus Ab Ser Ql",""
"2.82","96680-4","COMPONENT","Activated clotting time.diatomaceous earth induced","Activated clotting time",""
"2.82","96680-4","LONG_COMMON_NAME","Activated clotting time.diatomaceous earth induced of Blood by Microviscometry","Activated clotting time (ACT) of Blood by Microviscometry.diatomaceous earth induced",""
"2.82","96680-4","METHOD_TYP","Microviscometry","Microviscometry.diatomaceous earth induced",""
"2.82","96680-4","SHORTNAME","ACT Diatom earth Ind Bld MicrVisc","ACT Bld Microviscometry.diatomaceous earth induced",""
"2.82","96681-2","COMPONENT","Activated clotting time.diatomaceous earth+clay induced","Activated clotting time",""
"2.82","96681-2","LONG_COMMON_NAME","Activated clotting time.diatomaceous earth+clay induced of Blood by Microviscometry","Activated clotting time (ACT) of Blood by Microviscometry.diatomaceous earth and clay induced",""
"2.82","96681-2","METHOD_TYP","Microviscometry","Microviscometry.diatomaceous earth and clay induced",""
"2.82","96681-2","SHORTNAME","ACT Diatom Earth+Clay Ind Bld MicrVisc","ACT Bld Microviscometry.diatomaceous earth and clay induced",""
"2.82","96682-0","COMPONENT","Activated clotting time.glass bead induced","Activated clotting time",""
"2.82","96682-0","LONG_COMMON_NAME","Activated clotting time.glass bead induced of Blood by Microviscometry","Activated clotting time (ACT) of Blood by Microviscometry.glass bead induced",""
"2.82","96682-0","METHOD_TYP","Microviscometry","Microviscometry.glass bead induced",""
"2.82","96682-0","SHORTNAME","ACT Glass Bead Ind Bld MicrVisc","ACT Bld Microviscometry.glass bead induced",""
"2.82","96683-8","COMPONENT","Activated clotting time.glass bead induced^post heparin neutralization","Activated clotting time",""
"2.82","96683-8","LONG_COMMON_NAME","Activated clotting time.glass bead induced of Blood by Microviscometry --post heparin neutralization","Activated clotting time (ACT) of Blood",""
"2.82","96683-8","METHOD_TYP","Microviscometry","Microviscometry.glass bead induced.post heparin neutralization",""
"2.82","96684-6","COMPONENT","Activated clotting time.kaolin induced","Activated clotting time",""
"2.82","96684-6","LONG_COMMON_NAME","Activated clotting time.kaolin induced of Blood by Microviscometry","Activated clotting time (ACT) of Blood by Microviscometry.kaolin induced",""
"2.82","96684-6","METHOD_TYP","Microviscometry","Microviscometry.kaolin induced",""
"2.82","96684-6","SHORTNAME","ACT Kaolin Ind Bld MicrVisc","ACT Bld Microviscometry.kaolin induced",""
"2.82","96692-9","COMPONENT","Platelet-induced clot retraction.glass bead induced","Platelet-induced clot retraction",""
"2.82","96692-9","LONG_COMMON_NAME","Platelet-induced clot retraction.glass bead induced in Blood by Microviscometry","Platelet-induced clot retraction in Blood by Microviscometry.glass bead induced",""
"2.82","96692-9","METHOD_TYP","Microviscometry","Microviscometry.glass bead induced",""
"2.82","96692-9","SHORTNAME","Plt Ind Clt Retr Gls Bld MicrVisc","Platelet-induced clot retraction Bld Microviscometry.glass bead induced",""
"2.82","96693-7","COMPONENT","Platelet-induced clot retraction.glass bead induced^post heparin neutralization","Platelet-induced clot retraction",""
"2.82","96693-7","LONG_COMMON_NAME","Platelet-induced clot retraction.glass bead induced in Blood by Microviscometry --post heparin neutralization","Platelet-induced clot retraction in Blood",""
"2.82","96693-7","METHOD_TYP","Microviscometry","Microviscometry.glass bead induced.post heparin neutralization",""
"2.82","96694-5","COMPONENT","Rate of fibrin formation.diatomaceous earth induced","Rate of fibrin formation",""
"2.82","96694-5","LONG_COMMON_NAME","Rate of fibrin formation.diatomaceous earth induced [Units] in Blood by Microviscometry","Rate of fibrin formation [Units] in Blood by Microviscometry.diatomaceous earth induced",""
"2.82","96694-5","METHOD_TYP","Microviscometry","Microviscometry.diatomaceous earth induced",""
"2.82","96694-5","SHORTNAME","Clot Rate Diatom Earth Ind Bld MicrVisc","Rate of fibrin formation Bld Microviscometry.diatomaceous earth induced",""
"2.82","96695-2","COMPONENT","Rate of fibrin formation.diatomaceous earth+clay induced","Rate of fibrin formation",""
"2.82","96695-2","EXAMPLE_UCUM_UNITS","{Clot signal units}/min","",""
"2.82","96695-2","LONG_COMMON_NAME","Rate of fibrin formation.diatomaceous earth+clay induced [Units] in Blood by Microviscometry","Rate of fibrin formation [Units] in Blood by Microviscometry.diatomaceous earth and clay induced",""
"2.82","96695-2","METHOD_TYP","Microviscometry","Microviscometry.diatomaceous earth and clay induced",""
"2.82","96695-2","SHORTNAME","Clot Rt Diat Erth+Kaoln Bld MicrVisc","Rate of fibrin formation Bld Microviscometry.diatomaceous earth and clay induced",""
"2.82","96696-0","COMPONENT","Rate of fibrin formation.glass bead induced","Rate of fibrin formation",""
"2.82","96696-0","EXAMPLE_UCUM_UNITS","{Clot signal units}/min","",""
"2.82","96696-0","LONG_COMMON_NAME","Rate of fibrin formation.glass bead induced [Units] in Blood by Microviscometry","Rate of fibrin formation [Units] in Blood by Microviscometry.glass bead induced",""
"2.82","96696-0","METHOD_TYP","Microviscometry","Microviscometry.glass bead induced",""
"2.82","96696-0","SHORTNAME","Clot Rate Glass Bead Ind Bld MicrVisc","Rate of fibrin formation Bld Microviscometry.glass bead induced",""
"2.82","96697-8","COMPONENT","Rate of fibrin formation.glass bead induced^post heparin neutralization","Rate of fibrin formation",""
"2.82","96697-8","EXAMPLE_UCUM_UNITS","{Clot signal units}/min","",""
"2.82","96697-8","LONG_COMMON_NAME","Rate of fibrin formation.glass bead induced [Units] in Blood by Microviscometry --post heparin neutralization","Rate of fibrin formation [Units] in Blood",""
"2.82","96697-8","METHOD_TYP","Microviscometry","Microviscometry.glass bead induced.post heparin neutralization",""
"2.82","96698-6","COMPONENT","Rate of fibrin formation.kaolin induced","Rate of fibrin formation",""
"2.82","96698-6","LONG_COMMON_NAME","Rate of fibrin formation.kaolin induced [Units] in Blood by Microviscometry","Rate of fibrin formation [Units] in Blood by Microviscometry.kaolin induced",""
"2.82","96698-6","METHOD_TYP","Microviscometry","Microviscometry.kaolin induced",""
"2.82","96698-6","SHORTNAME","Clot Rate Kaolin Ind Bld MicrVisc","Rate of fibrin formation Bld Microviscometry.kaolin induced",""
"2.82","96702-6","COMPONENT","Clot initiation.kaolin induced","Clot initiation",""
"2.82","96702-6","METHOD_TYP","US","US.kaolin induced",""
"2.82","96704-2","COMPONENT","Clot initiation.kaolin induced^post heparin neutralization","Clot initiation",""
"2.82","96704-2","METHOD_TYP","US","US.kaolin induced.post heparin neutralization",""
"2.82","96707-5","COMPONENT","Clot stiffness.fibrinogen contribution.tissue factor induced+platelet glycoprotein IIb-IIIa receptor inhibited^post heparin neutralization","Clot stiffness",""
"2.82","96707-5","METHOD_TYP","US","US.fibrinogen contribution.tissue factor induced and platelet glycoprotein IIb-IIIa receptor inhibited.post heparin neutralization",""
