"RecType","LOINC_NUM","COMPONENT","PROPERTY","TIME_ASPCT","SYSTEM","SCALE_TYP","METHOD_TYP","CLASS"
"CHANGED","53565-8","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.adenosine diphosphate induced.100 umol/mL","COAG"
"BEFORE","53566-6","Platelet aggregation.collagen induced^8.0 ug/mL","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","53566-6","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.collagen induced.8.0 ug/mL","COAG"
"BEFORE","53567-4","Platelet aggregation.EPINEPHrine induced^0.1 ug/mL","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","53567-4","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.epinephrine induced.0.1 ug/mL","COAG"
"BEFORE","53568-2","Platelet aggregation.arachidonate induced^500 ug/mL","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","53568-2","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.arachidonate induced.500 ug/mL","COAG"
"BEFORE","53569-0","Platelet aggregation.ristocetin induced^800 ug/mL","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","53569-0","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.ristocetin induced.800 ug/mL","COAG"
"BEFORE","53570-8","Coagulation surface induced.lupus insensitive","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","53570-8","Coagulation","Time","Pt","PPP","Qn","Coag.surface induced.lupus insensitive","COAG"
"BEFORE","53576-5","Personal health monitoring report","Find","Pt","{Setting}","Doc","{Role}","DOC.MISC"
"CHANGED","53576-5","Personal health monitoring report","Find","Pt","{Setting}","Doc","{Role}","DOC.ONTOLOGY"
"BEFORE","53813-2","Platelet aggregation.adenosine diphosphate induced","ACnc","Pt","Bld","Qn","","COAG"
"CHANGED","53813-2","Platelet aggregation","ACnc","Pt","Bld","Qn","Aggregometry.adenosine diphosphate induced","COAG"
"BEFORE","53814-0","Platelet aggregation.arachidonate induced","ACnc","Pt","Bld","Qn","","COAG"
"CHANGED","53814-0","Platelet aggregation","ACnc","Pt","Bld","Qn","Aggregometry.arachidonate induced","COAG"
"BEFORE","54207-6","Coagulation surface induced.factor substitution^immediately after addition of factor V depleted plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","54207-6","Coagulation","Time","Pt","PPP","Qn","Coag.surface induced.factor substitution.immediately after addition of factor V depleted plasma","COAG"
"BEFORE","54208-4","Coagulation surface induced.factor substitution^immediately after addition of factor V depleted plasma+APC","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","54208-4","Coagulation","Time","Pt","PPP","Qn","Coag.surface induced.factor substitution.immediately after addition of factor V depleted plasma+APC","COAG"
"BEFORE","54219-1","Coagulation thrombin induced.factor substitution^immediately after 1:4 addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","54219-1","Coagulation","Time","Pt","PPP","Qn","Coag.thrombin induced.factor substitution.immediately after 1:4 addition of normal plasma","COAG"
"BEFORE","55194-5","Ciprofloxacin 1.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","55194-5","Ciprofloxacin","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 1.0 ug/mL","ABXBACT"
"BEFORE","55202-6","Coagulation surface induced.factor substitution^5M post incubation after addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","55202-6","Coagulation","Time","Pt","PPP","Qn","Coag.surface induced.factor substitution.5M post incubation after addition of normal plasma","COAG"
"BEFORE","55203-4","Coagulation surface induced.factor substitution^5M post incubation after addition of normal plasma","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","55203-4","Coagulation","Time","Pt","PPP^Control","Qn","Coag.surface induced.factor substitution.5M post incubation after addition of normal plasma","COAG"
"BEFORE","55344-6","Platelet aggregation.ristocetin induced^1000 ug/mL","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","55344-6","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.ristocetin induced.1000 ug/mL","COAG"
"BEFORE","55347-9","Coagulation ecarin induced","Time","Pt","Bld","Qn","Coag","COAG"
"CHANGED","55347-9","Coagulation","Time","Pt","Bld","Qn","Coag.ecarin induced","COAG"
"BEFORE","55657-1","Clindamycin.high potency","Susc","Pt","Isolate","OrdQn","","ABXBACT"
"CHANGED","55657-1","Clindamycin","Susc","Pt","Isolate","OrdQn","High potency","ABXBACT"
"BEFORE","55658-9","Clindamycin.high potency","Susc","Pt","Isolate","OrdQn","Gradient strip","ABXBACT"
"CHANGED","55658-9","Clindamycin","Susc","Pt","Isolate","OrdQn","Gradient strip.High potency","ABXBACT"
"BEFORE","55659-7","Clindamycin.high potency","Susc","Pt","Isolate","OrdQn","Agar diffusion","ABXBACT"
"CHANGED","55659-7","Clindamycin","Susc","Pt","Isolate","OrdQn","Agar diffusion.High potency","ABXBACT"
"BEFORE","55660-5","Clindamycin.high potency","Susc","Pt","Isolate","OrdQn","MIC","ABXBACT"
"CHANGED","55660-5","Clindamycin","Susc","Pt","Isolate","OrdQn","MIC.High potency","ABXBACT"
"BEFORE","55674-6","Ethambutol 2.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","55674-6","Ethambutol","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 2.0 ug/mL","ABXBACT"
"BEFORE","55685-2","Isoniazid 10.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","55685-2","Isoniazid","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 10.0 ug/mL","ABXBACT"
"BEFORE","55711-6","Pyrazinamide 200.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","55711-6","Pyrazinamide","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 200.0 ug/mL","ABXBACT"
"BEFORE","55712-4","rifAMPin 40.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","55712-4","rifAMPin","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 40.0 ug/mL","ABXBACT"
"BEFORE","55797-5","Platelet aggregation.adenosine diphosphate induced^2.5 umol/L","PrThr","Pt","PRP","Ord","","COAG"
"CHANGED","55797-5","Platelet aggregation interpretation","Imp","Pt","PRP","Ord","Adenosine diphosphate induced.2.5 umol/L","COAG"
"BEFORE","55798-3","Platelet aggregation.adenosine diphosphate induced^5 umol/L","PrThr","Pt","PRP","Ord","","COAG"
"CHANGED","55798-3","Platelet aggregation interpretation","Imp","Pt","PRP","Ord","Adenosine diphosphate induced.5 umol/L","COAG"
"BEFORE","55799-1","Platelet aggregation.ristocetin induced^1125 mg/L","PrThr","Pt","PRP","Ord","","COAG"
"CHANGED","55799-1","Platelet aggregation interpretation","Imp","Pt","PRP","Ord","Ristocetin induced.1125 mg/L","COAG"
"BEFORE","55800-7","Platelet aggregation.ristocetin induced^1000 mg/L","PrThr","Pt","PRP","Ord","","COAG"
"CHANGED","55800-7","Platelet aggregation interpretation","Imp","Pt","PRP","Ord","Ristocetin induced.1000 mg/L","COAG"
"BEFORE","55801-5","Platelet aggregation.ristocetin induced^500 mg/L","PrThr","Pt","PRP","Ord","","COAG"
"CHANGED","55801-5","Platelet aggregation interpretation","Imp","Pt","PRP","Ord","Ristocetin induced.500 mg/L","COAG"
"BEFORE","56002-9","Platelet aggregation.adenosine diphosphate induced ATP secretion^5 umol/L","RelACnc","Pt","Bld","Qn","","COAG"
"CHANGED","56002-9","Platelet aggregation","RelACnc","Pt","Bld","Qn","Aggregometry.adenosine diphosphate induced ATP secretion.5 umol/L","COAG"
"BEFORE","56003-7","Platelet aggregation.adenosine diphosphate induced ATP secretion^10 umol/L","PrThr","Pt","Bld","Ord","","COAG"
"CHANGED","56003-7","Platelet aggregation interpretation","Imp","Pt","Bld","Ord","Adenosine diphosphate induced ATP secretion.10 umol/L","COAG"
"BEFORE","56004-5","Platelet aggregation.adenosine diphosphate induced ATP secretion^5 umol/L","PrThr","Pt","Bld","Ord","","COAG"
"CHANGED","56004-5","Platelet aggregation interpretation","Imp","Pt","Bld","Ord","Adenosine diphosphate induced ATP secretion.5 umol/L","COAG"
"BEFORE","56005-2","Platelet aggregation.adenosine diphosphate induced^5 umol/L","RelACnc","Pt","Bld","Qn","","COAG"
"CHANGED","56005-2","Platelet aggregation","RelACnc","Pt","Bld","Qn","Aggregometry.adenosine diphosphate induced.5 umol/L","COAG"
"BEFORE","56006-0","Platelet aggregation.adenosine diphosphate induced^10 umol/L","RelACnc","Pt","Bld","Qn","","COAG"
"CHANGED","56006-0","Platelet aggregation","RelACnc","Pt","Bld","Qn","Aggregometry.adenosine diphosphate induced.10 umol/L","COAG"
"BEFORE","56007-8","Platelet aggregation.arachidonate induced^500 umol/L","RelACnc","Pt","Bld","Qn","","COAG"
"CHANGED","56007-8","Platelet aggregation","RelACnc","Pt","Bld","Qn","Aggregometry.arachidonate induced.500 ug/mL","COAG"
"BEFORE","56008-6","Platelet aggregation.collagen induced^1 ug/mL","RelACnc","Pt","Bld","Qn","","COAG"
"CHANGED","56008-6","Platelet aggregation","RelACnc","Pt","Bld","Qn","Aggregometry.collagen induced.1 ug/mL","COAG"
"BEFORE","56009-4","Platelet aggregation.collagen induced^5 ug/mL","RelACnc","Pt","Bld","Qn","","COAG"
"CHANGED","56009-4","Platelet aggregation","RelACnc","Pt","Bld","Qn","Aggregometry.collagen induced.5 ug/mL","COAG"
"BEFORE","56010-2","Platelet aggregation.ristocetin induced^250 ug/mL","RelACnc","Pt","Bld","Qn","","COAG"
"CHANGED","56010-2","Platelet aggregation","RelACnc","Pt","Bld","Qn","Aggregometry.ristocetin induced.250 ug/mL","COAG"
"BEFORE","56011-0","Platelet aggregation.adenosine diphosphate induced ATP secretion^10 umol/L","RelACnc","Pt","Bld","Qn","","COAG"
"CHANGED","56011-0","Platelet aggregation","RelACnc","Pt","Bld","Qn","Aggregometry.adenosine diphosphate induced ATP secretion.10 umol/L","COAG"
"BEFORE","56012-8","Platelet aggregation.arachidonate induced ATP secretion^500 umol/L","PrThr","Pt","Bld","Ord","","COAG"
"CHANGED","56012-8","Platelet aggregation interpretation","Imp","Pt","Bld","Ord","Arachidonate induced ATP secretion.500 umol/L","COAG"
"BEFORE","56013-6","Platelet aggregation.arachidonate induced ATP secretion^500 umol/L","RelACnc","Pt","Bld","Qn","","COAG"
"CHANGED","56013-6","Platelet aggregation","RelACnc","Pt","Bld","Qn","Aggregometry.arachidonate induced ATP secretion.500 umol/L","COAG"
"BEFORE","56014-4","Platelet aggregation.collagen induced ATP secretion^5 ug/mL","RelACnc","Pt","Bld","Qn","","COAG"
"CHANGED","56014-4","Platelet aggregation","RelACnc","Pt","Bld","Qn","Aggregometry.collagen induced ATP secretion.5 ug/mL","COAG"
"BEFORE","56015-1","Platelet aggregation.collagen induced ATP secretion^1 ug/mL","RelACnc","Pt","Bld","Qn","","COAG"
"CHANGED","56015-1","Platelet aggregation","RelACnc","Pt","Bld","Qn","Aggregometry.collagen induced ATP secretion.1 ug/mL","COAG"
"BEFORE","56016-9","Platelet aggregation.collagen induced ATP secretion^1 ug/mL","PrThr","Pt","Bld","Ord","","COAG"
"CHANGED","56016-9","Platelet aggregation interpretation","Imp","Pt","Bld","Ord","Collagen induced ATP secretion.1 ug/mL","COAG"
"BEFORE","56017-7","Platelet aggregation.collagen induced ATP secretion^5 ug/mL","PrThr","Pt","Bld","Ord","","COAG"
"CHANGED","56017-7","Platelet aggregation interpretation","Imp","Pt","Bld","Ord","Collagen induced ATP secretion.5 ug/mL","COAG"
"BEFORE","56018-5","Platelet aggregation.thrombin induced ATP secretion^5 U/mL","PrThr","Pt","Bld","Ord","","COAG"
"CHANGED","56018-5","Platelet aggregation interpretation","Imp","Pt","Bld","Ord","Thrombin induced ATP secretion.5 U/mL","COAG"
"BEFORE","56019-3","Platelet aggregation.thrombin induced ATP secretion^1 U/mL","RelACnc","Pt","Bld","Qn","","COAG"
"CHANGED","56019-3","Platelet aggregation","RelACnc","Pt","Bld","Qn","Aggregometry.thrombin induced ATP secretion.1 U/mL","COAG"
"BEFORE","56020-1","Platelet aggregation.thrombin induced ATP secretion^5 U/mL","RelACnc","Pt","Bld","Qn","","COAG"
"CHANGED","56020-1","Platelet aggregation","RelACnc","Pt","Bld","Qn","Aggregometry.thrombin induced ATP secretion.5 U/mL.post heparin neutralization","COAG"
"BEFORE","56021-9","Platelet aggregation.thrombin induced ATP secretion^1 U/mL","PrThr","Pt","Bld","Ord","","COAG"
"CHANGED","56021-9","Platelet aggregation interpretation","Imp","Pt","Bld","Ord","Thrombin induced ATP secretion.1 U/mL","COAG"
"BEFORE","56025-0","Ethambutol 8.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","56025-0","Ethambutol","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 8.0 ug/mL","ABXBACT"
"BEFORE","56026-8","Pyrazinamide 300.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","56026-8","Pyrazinamide","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 300.0 ug/mL","ABXBACT"
"BEFORE","56027-6","Platelet aggregation.ristocetin induced^1.0 mg/mL","RelACnc","Pt","Bld","Qn","","COAG"
"CHANGED","56027-6","Platelet aggregation","RelACnc","Pt","Bld","Qn","Aggregometry.ristocetin induced.1.0 mg/mL","COAG"
"BEFORE","56490-6","Hemoglobin.gastrointestinal.lower^2nd specimen","PrThr","Pt","Stool","Ord","IA","CHEM"
"CHANGED","56490-6","Hemoglobin^2nd specimen","PrThr","Pt","Stool^Patient.gastrointestinal.lower","Ord","IA","CHEM"
"BEFORE","56491-4","Hemoglobin.gastrointestinal.lower^3rd specimen","PrThr","Pt","Stool","Ord","IA","CHEM"
"CHANGED","56491-4","Hemoglobin^3rd specimen","PrThr","Pt","Stool^Patient.gastrointestinal.lower","Ord","IA","CHEM"
"BEFORE","57763-5","Coagulation surface induced.factor substitution^immediately after addition of normal plasma/Coagulation surface induced","TRto","Pt","PPP","Qn","Coag","COAG"
"CHANGED","57763-5","Coagulation","TRto","Pt","PPP","Qn","Coag.surface induced.factor substitution.immediately after addition of normal plasma","COAG"
"BEFORE","57838-5","Coagulation dilute Russell viper venom induced.excess phospholipid","Time","Pt","PPP","Qn","","COAG"
"CHANGED","57838-5","Coagulation","Time","Pt","PPP","Qn","Dilute Russell viper venom induced.excess phospholipid","COAG"
"BEFORE","57839-3","Activated clotting time.kaolin induced","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","57839-3","Activated clotting time","Time","Pt","PPP^Control","Qn","Coag.kaolin induced without excess phospholipids","COAG"
"BEFORE","57905-2","Hemoglobin.gastrointestinal.lower^1st specimen","PrThr","Pt","Stool","Ord","IA","CHEM"
"CHANGED","57905-2","Hemoglobin^1st specimen","PrThr","Pt","Stool^Patient.gastrointestinal.lower","Ord","IA","CHEM"
"BEFORE","58453-2","Hemoglobin.gastrointestinal.lower","MCnc","Pt","Stool","Qn","IA","CHEM"
"CHANGED","58453-2","Hemoglobin","MCnc","Pt","Stool^Patient.gastrointestinal.lower","Qn","IA","CHEM"
"BEFORE","58681-8","Temperature","Temp","Pt","Urine","Qn","","SPEC"
"CHANGED","58681-8","Observation","Temp","Pt","Urine","Qn","","SPEC"
"BEFORE","5894-1","Coagulation tissue factor induced actual/Normal","RelTime","Pt","PPP","Qn","Coag","COAG"
"CHANGED","5894-1","Coagulation actual/normal","RelTime","Pt","PPP","Qn","Coag.tissue factor induced","COAG"
"BEFORE","5899-0","Coagulation surface induced normal/Actual","RelTime","Pt","PPP","Qn","Coag","COAG"
"CHANGED","5899-0","Coagulation normal/actual","RelTime","Pt","PPP","Qn","Coag.surface induced","COAG"
"BEFORE","5901-4","Coagulation tissue factor induced","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","5901-4","Coagulation","Time","Pt","PPP^Control","Qn","Coag.tissue factor induced","COAG"
"BEFORE","5902-2","Coagulation tissue factor induced","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","5902-2","Coagulation","Time","Pt","PPP","Qn","Coag.tissue factor induced","COAG"
"BEFORE","59262-6","Leukocyte esterase","PrThr","Pt","CSF","Ord","Test strip","UA"
"CHANGED","59262-6","Leukocyte esterase","PrThr","Pt","CSF","Ord","Test strip","HEM/BC"
"BEFORE","5942-8","Coagulation reptilase induced","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","5942-8","Coagulation","Time","Pt","PPP^Control","Qn","Coag.reptilase induced","COAG"
"BEFORE","5946-9","Coagulation surface induced.factor substitution^immediately after addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","5946-9","Coagulation","Time","Pt","PPP","Qn","Coag.surface induced.factor substitution.immediately after addition of normal plasma","COAG"
"BEFORE","5947-7","Coagulation surface induced.factor substitution^20M post incubation after addition of normal plasma","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","5947-7","Coagulation","Time","Pt","PPP^Control","Qn","Coag.surface induced.factor substitution.20M post incubation after addition of normal plasma","COAG"
"BEFORE","5949-3","Coagulation surface induced.factor substitution^immediately after addition of normal plasma","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","5949-3","Coagulation","Time","Pt","PPP^Control","Qn","Coag.surface induced.factor substitution.immediately after addition of normal plasma","COAG"
"BEFORE","5950-1","Coagulation surface induced.factor substitution^20M post incubation after addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","5950-1","Coagulation","Time","Pt","PPP","Qn","Coag.surface induced.factor substitution.20M post incubation after addition of normal plasma","COAG"
"BEFORE","5955-0","Coagulation thrombin induced","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","5955-0","Coagulation","Time","Pt","PPP^Control","Qn","Coag.thrombin induced","COAG"
"BEFORE","5956-8","Coagulation tissue factor induced.factor substitution^immediately after addition of normal plasma","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","5956-8","Coagulation","Time","Pt","PPP^Control","Qn","Coag.tissue factor induced.factor substitution.immediately after addition of normal plasma","COAG"
"BEFORE","5957-6","Coagulation tissue factor induced.factor substitution^20M post incubation after addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","5957-6","Coagulation","Time","Pt","PPP","Qn","Coag.tissue factor induced.factor substitution.20M post incubation after addition of normal plasma","COAG"
"BEFORE","5958-4","Coagulation tissue factor induced.factor substitution^20M post incubation after addition of normal plasma","Time","Pt","PPP^Control","Qn","Coag","COAG"
"CHANGED","5958-4","Coagulation","Time","Pt","PPP^Control","Qn","Coag.tissue factor induced.factor substitution.20M post incubation after addition of normal plasma","COAG"
"BEFORE","5959-2","Coagulation tissue factor induced.factor substitution^immediately after addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","5959-2","Coagulation","Time","Pt","PPP","Qn","Coag.tissue factor induced.factor substitution.immediately after addition of normal plasma","COAG"
"BEFORE","5964-2","Coagulation tissue factor induced","Time","Pt","Bld","Qn","Coag","COAG"
"CHANGED","5964-2","Coagulation","Time","Pt","Bld","Qn","Coag.tissue factor induced","COAG"
"BEFORE","59788-0","Coagulation dilute Russell viper venom induced.factor substitution^1H post incubation after addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","59788-0","Coagulation","Time","Pt","PPP","Qn","Coag.dilute Russell viper venom induced.factor substitution.1H post incubation after addition of normal plasma","COAG"
"BEFORE","59789-8","Coagulation dilute Russell viper venom induced.factor substitution^2H post incubation after addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","59789-8","Coagulation","Time","Pt","PPP","Qn","Coag.dilute Russell viper venom induced.factor substitution.2H post incubation after addition of normal plasma","COAG"
"BEFORE","59806-0","Coagulation surface induced.lupus sensitive.factor substitution^2H post incubation after addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","59806-0","Coagulation","Time","Pt","PPP","Qn","Coag.surface induced.lupus sensitive.factor substitution.2H post incubation after addition of normal plasma","COAG"
"BEFORE","5992-3","Platelet aggregation.adenosine diphosphate induced","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","5992-3","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.adenosine diphosphate induced","COAG"
"BEFORE","5993-1","Platelet aggregation.arachidonate induced","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","5993-1","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.arachidonate induced","COAG"
"BEFORE","5994-9","Platelet aggregation.calcium ionophore induced","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","5994-9","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.calcium ionophore induced","COAG"
"BEFORE","5995-6","Platelet aggregation.collagen induced","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","5995-6","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.collagen induced","COAG"
"BEFORE","5996-4","Platelet aggregation.EPINEPHrine induced","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","5996-4","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.epinephrine induced","COAG"
"BEFORE","5997-2","Platelet aggregation.norepinephrine induced","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","5997-2","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.norepinephrine induced","COAG"
"BEFORE","5998-0","Platelet aggregation.ristocetin induced","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","5998-0","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.ristocetin induced","COAG"
"BEFORE","5999-8","Platelet aggregation.serotonin induced","RelACnc","Pt","PRP","Qn","","COAG"
"CHANGED","5999-8","Platelet aggregation","RelACnc","Pt","PRP","Qn","Aggregometry.serotonin induced","COAG"
"BEFORE","6000-4","Platelet aggregation.thrombin induced","ThrACnc","Pt","PRP","Qn","","COAG"
"CHANGED","6000-4","Platelet aggregation","ThrACnc","Pt","PRP","Qn","Aggregometry.thrombin induced","COAG"
"BEFORE","6014-5","von Willebrand factor.ristocetin cofactor activity actual/Normal","RelTime","Pt","PPP","Qn","Platelet aggr","COAG"
"CHANGED","6014-5","von Willebrand factor actual/Normal","RelTime","Pt","PPP","Qn","Aggregometry.ristocetin cofactor activity","COAG"
"BEFORE","60242-5","Coagulation ecarin induced","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","60242-5","Coagulation","Time","Pt","PPP","Qn","Coag.ecarin induced","COAG"
"BEFORE","60436-3","Cells.CD19+CD25+","NCnc","Pt","Bld","Qn","","CELLMARK"
"CHANGED","60436-3","Cells.CD25+CD19+","NCnc","Pt","Bld","Qn","","CELLMARK"
"BEFORE","60547-7","11-Oxo-Androsterone/Creatinine","MRto","Pt","Urine","Qn","","CHEM"
"CHANGED","60547-7","11-Ketoandrosterone/Creatinine","MRto","Pt","Urine","Qn","","CHEM"
"BEFORE","60548-5","11-Oxo-Etiocholanolone/Creatinine","MRto","Pt","Urine","Qn","","CHEM"
"CHANGED","60548-5","11-Ketoetiocholanolone/Creatinine","MRto","Pt","Urine","Qn","","CHEM"
"BEFORE","60550-1","Fascin","PrThr","Pt","Tiss","Ord","Immune stain","PATH"
"CHANGED","60550-1","Fascin Ag","PrThr","Pt","Tiss","Ord","Immune stain","PATH"
"BEFORE","60564-2","Amikacin 1.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","60564-2","Amikacin","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 1.0 ug/mL","ABXBACT"
"BEFORE","60565-9","Amikacin 4.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","60565-9","Amikacin","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 4.0 ug/mL","ABXBACT"
"BEFORE","61188-9","Clindamycin.induced","Susc","Pt","Isolate","OrdQn","","ABXBACT"
"CHANGED","61188-9","Clindamycin","Susc","Pt","Isolate","OrdQn","Erythromycin induced resistance","ABXBACT"
"BEFORE","61189-7","Coagulation tissue factor induced.INR","RelTime","Pt","PPP^Fetus","Qn","Coag","COAG"
"CHANGED","61189-7","Coagulation","RelTime","Pt","PPP^Fetus","Qn","Coag.tissue factor induced.INR","COAG"
"BEFORE","61190-5","Coagulation tissue factor induced","Time","Pt","PPP^Fetus","Qn","Coag","COAG"
"CHANGED","61190-5","Coagulation","Time","Pt","PPP^Fetus","Qn","Coag.tissue factor induced","COAG"
"BEFORE","61191-3","Coagulation surface induced","Time","Pt","PPP^Fetus","Qn","Coag","COAG"
"CHANGED","61191-3","Coagulation","Time","Pt","PPP^Fetus","Qn","Coag.surface induced","COAG"
"BEFORE","61355-4","Capreomycin 5.0 ug/mL","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria","ABXBACT"
"CHANGED","61355-4","Capreomycin","Susc","Pt","Isolate","OrdQn","Method for Slow-growing mycobacteria.antibiotic concentration at 5.0 ug/mL","ABXBACT"
"BEFORE","6301-6","Coagulation tissue factor induced.INR","RelTime","Pt","PPP","Qn","Coag","COAG"
"CHANGED","6301-6","Coagulation","RelTime","Pt","PPP","Qn","Coag.tissue factor induced.INR","COAG"
"BEFORE","6302-4","Coagulation tissue factor induced.normal/Actual","RelTime","Pt","PPP","Qn","Coag inverse ratio","COAG"
"CHANGED","6302-4","Coagulation normal/actual","RelTime","Pt","PPP","Qn","Coag.tissue factor induced","COAG"
"BEFORE","6303-2","Coagulation dilute Russell viper venom induced","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","6303-2","Coagulation","Time","Pt","PPP","Qn","Coag.dilute Russell viper venom induced","COAG"
"BEFORE","63561-5","Coagulation surface induced actual/Normal","RelTime","Pt","PPP","Qn","Coag","COAG"
"CHANGED","63561-5","Coagulation actual/normal","RelTime","Pt","PPP","Qn","Coag.surface induced","COAG"
"BEFORE","65330-3","MER Ab","PrThr","Pt","Ser/Plas","Ord","","BLDBK"
"CHANGED","65330-3","MER2 Ab","PrThr","Pt","Ser/Plas","Ord","","BLDBK"
"BEFORE","6683-7","Coagulation reptilase induced","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","6683-7","Coagulation","Time","Pt","PPP","Qn","Coag.reptilase induced","COAG"
"BEFORE","67097-6","Coagulation surface induced.lupus sensitive.factor substitution^immediately after addition of normal plasma","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","67097-6","Coagulation","Time","Pt","PPP","Qn","Coag.surface induced.lupus sensitive.factor substitution.immediately after addition of normal plasma","COAG"
"BEFORE","67566-0","Coagulation surface induced.factor substitution^after addition of normal plasma 2H post incubation separate tubes","Time","Pt","PPP","Qn","Coag","COAG"
"CHANGED","67566-0","Coagulation","Time","Pt","PPP","Qn","Coag.surface induced.factor substitution.after addition of normal plasma 2H post incubation separate tubes","COAG"
"BEFORE","67579-3","At any time in your life, have you ever been unfairly fired","Find","Pt","^Patient","Ord","PhenX","PHENX"
